Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
28,32.63,32.63,33.33,468,468,277,0.21503731,0.2940179,6.88,0.62,0.25,0.5,0.5,0.48,0.48,0.48,NA,NA,0.757462686567164,0.757462686567164,8.3,1,3,1,1,1,4,6,4,1.875,1,1.5,2.125,1,3.375,4.125,3,4.5,4.25,4.375,2.125,1.75,1.5,1,1.75,1.125,2.375,3,17,12,9,11,9,6,9,21,15,20,56,12,14,14,14,54,27,1,0,3,7,10,4,0,4,5,2,2,2,0.3211111111111111,0.6004761904761905,0.5304761904761904,0.9107142857142857,-0.8591194602506353,33,41,28,17,35,46,31,59,60,58,38,30,59,60,100,41,100,100,40,19,60,0,40,0,28,59,100,99,20,80,11,79,61,72,30,43,41,69,67,98,18,99,39,28,40,69,41,0,40,69,28,30,31,87,59,41,59,42,62,28,41,37,40,70,59,72,0.069911117,1.7514858,67.547211,75.371257,0.83208577,0.33781977,2.6543116,0.085102123,63.851848,79.49994,4.0691894e-11,0.82650249,5.2928256,0.37666377,0.068201145,3.7475513,62.241697,85.713835,69.314718,0.4701848,1.2892228,67.08688,75.46619,2.0897241,2.1905462,5.1249039,0.003193509,22.39801,39.156629,0.71207601,1.0460354,2.2631313e-9,1.2268259,0.27090992,4.4597073,16.62217,41.760098,91.495428,0.0046832883,3.175761,270.64744,279.50907,0.068087876,0.20538072,0.51451109,222.01768,235.31013,0.068073938,0.20535817,0.51453666,10,222.01768,239.74095,0.05968508,1.0630563e-9,0.27223615,8.4806051e-11,0.53617666,10,221.03545,247.62035,0.9360035,237.83468,242.26549,0.95907101,809.9859,813.3871,0.62025063,449.0238,450.20338,9.8372125,7.8698364,165.0673,182.07329,0.44705759,616.32035,618.69844,0.10851761,162.32888,175.93367
34,35.73,35.73,40.45,412,412,154,0.20475573,0.19237531,18.62,0.5,0.2,0.375,0.375,0.46,0.46,0.3,2,2,0.7450248756218905,0.7450248756218905,6.53,0,7,4,4,5,3,5,3,1.625,3,2,2.5,3.5,3,2.75,2.25,2.75,2.875,2.125,1.5,2.625,3,2,1.75,4,4,3,17,9,15,11,16,10,6,15,25,27,67,18,17,15,13,63,23,1,0,5,5,4,2,2,0,1,2,2,3,0.9044444444444445,0.8940476190476191,0.7342063492063492,0.8571428571428571,1.1463796241588051,37,40,26,16,23,39,89,29,69,31,89,11,11,10,89,69,10,60,79,11,53,0,89,0,10,2,89,79,0,21,83,10,53,0,62,5,0,0,82,81,0,28,69,9,58,1,78,0,0,0,70,63,1,19,89,0,22,0,74,0,0,0,70,68,0,8,0.8434905,0.33497589,44.306616,52.130662,0.54411126,1.3739981000000001,3.7122773,1.6715944,26.612499,42.260591,0.38725943,0.86161708,1.0053481,1.3678568,0.21730054,10,14.82162,38.293758,69.314718,0.78358463,0.9234418,33.816782,42.196091,0.70989828,0.26344381,0.92023118,5.1785045,18.61131,35.369929,0.63521796,0.88020527,0.4183975,1.6758817e-12,0.34298821,10,13.449372,38.5873,91.495428,0.330166,10,290.01475,298.87638,0.17557246,0.27949818,0.26295693,206.10488,219.39733,0.17557729,0.27950597,0.26293259,10,206.10488,223.82815,0.040170758,0.63849965,0.22197839,0.15084251,1.2968185,10,188.66564,215.25054,0.93424609,213.91118,218.342,0.96209142,493.39227,496.79346,1.9742397,9219.068,9234.6101,0.3232812,9.9905984,110.26967,127.27566,0.14710153,9966.2403,9998.843,0.42346251,111.01734,124.62213
31,44.1,44.1,47.06,392,392,244,0.1620114,0.16379972,12.75,0.5,0.43,0.375,0.375,0.36,0.36,0.44,5,5,0.7537313432835819,0.7537313432835819,7.47,0,2,1,1,6,1,2,3,1.125,1,1,1.75,1.25,2.625,4.125,4.25,4.5,4.125,3.5,2.375,1.875,1.25,1,1.125,1.875,3,2,9,10,17,10,9,7,8,18,24,19,61,14,13,12,13,52,24,0,0,6,NA,NA,0,0,0,1,2,0,1,0.13555555555555557,0.9666666666666667,0.9396825396825397,0.9196428571428571,-0.2295191275878673,31,34,17,29,29,43,80,39,50,31,79,59,0,30,80,90,100,41,60,20,54,0,59,0,0,1,89,100,10,11,19,68,61,50,49,0,9,70,70,99,0,30,24,59,13,60,40,0,31,67,42,39,90,70,54,30,38,45,53,0,46,43,89,67,100,62,1.2756877,0.010674873,63.859633,71.683679,1.9935236,1.5898202,10,1.3357873e-4,45.834806,61.482898,0.18815555,2.0596783,0.93829444,1.4724859,3.2679171e-4,5.0364785,40.582252,64.05439,69.314718,0.4622383,1.9163388,57.214476,65.593785,0.69359513,0.59259716,1.524226,2.0198985,28.62121,45.379829,0.31629261,0.47281845,9.3166548,0.61010470000000006,1.0010421,9.9999977,21.458167,46.596095,91.495428,1.1427082e-9,3.2154448,224.10258,232.96422,1.3597456e-11,0.22458818,1.0575428,218.1609,231.45335,9.7033492e-13,0.22458384,1.0575126,10,218.1609,235.88416,2.4980018e-14,1.1826651e-11,0.37360709,0.051453115,1.1912676,10,217.63077,244.21567,0.88687708,312.04635,316.47717,0.97788817,643.26523,646.66642,0.55356924,192.7029,193.82985,8.2680592,8.3034429,158.89435,175.90034,0.79540621,509.39632,512.2944,0.062344454,157.2673,170.87209
36,40.4,40.4,44.83,378,378,176,0.17611816,0.17589462,19.88,0.5,0.5,0.375,0.375,0.4,0.4,0.26,5,5,0.728855721393035,0.728855721393035,10.9,0,10,1,1,11,6,2,9,2.75,1,1,3.25,3.25,4.5,3.5,4,4.75,3.125,3.125,2,2.625,1,1,2,3.375,3.5,3,18,10,20,15,17,13,9,19,33,32,84,14,17,13,17,61,24,0,0,3,3,NA,1,0,1,2,2,2,0,0.6211111111111111,0.8813492063492063,0.7773809523809524,0.8660714285714286,0.5198544005268164,24,26,24,38,44,56,68,76,78,40,61,20,33,24,74,6,87,67,86,63,74,0,68,0,0,0,86,74,1,10,28,63,33,72,32,0,0,68,83,86,0,0,64,22,58,0,65,0,0,0,85,91,0,0,65,26,64,0,71,0,0,34,74,64,0,72,0.97725271,0.10408108,54.373367,62.197413,0.22140372,8.4481424,2.8282624,3.4170627,39.514218,55.16231,0.17607663,0.35856941,4.3129711,9.5481728,0.71726999,5.4058547,38.946519,62.418657,69.314718,7.4262044,5.5511151e-15,73.328968,81.708278,0.70975567,0.18031922,1.2777247,0.75919868,62.450579,79.209198,0.27097295,0.099588663,4.976469,5.9280358e-12,10,10,40.488129,65.626058,91.495428,0.026874597,3.1859641,261.09981,269.96144,0.051258564,0.18169956,0.62169819,224.89702,238.18947,0.051248255,0.18167523,0.6216947,10,224.89702,242.62029,0.02672761,0.13021337,0.34398303,1.0067724e-10,0.83289126,7.9281641,224.58316,251.16806,0.91303693,244.62365,249.05447,0.96772516,556.56232,559.96352,0.58236831,695.67512,700.02554,9.992776,9.953645,150.36144,167.36742,0.70787417,552.55278,556.80023,0.0845181,152.19276,165.79755
29,36.17,36.17,40,373,373,212,0.17957305,0.20005554,23,0.25,0.29,0.5,0.5,0.4,0.4,0.28,2,2,0.7524875621890545,0.7524875621890545,6.73,1,8,7,5,9,7,7,6,1.5,2.25,1,2.75,2.5,3.375,4.125,3.75,4,3.125,3,2.5,1.625,1,1,1.875,2.75,3.25,3,15,11,19,15,13,5,5,16,24,28,68,17,18,13,14,62,25,0,0,4,3,2,1,0,1,2,3,0,4,0.6944444444444444,0.7253174603174604,0.7241269841269842,0.9017857142857143,0.4842622090480887,35,31,38,13,25,40,79,30,70,20,79,15,31,12,79,70,21,29,80,30,69,0,83,10,0,0,89,80,9,60,64,70,79,10,70,9,10,19,79,81,0,29,71,30,60,1,79,11,0,1,60,59,2,69,78,22,69,0,85,9,0,0,60,59,0,29,0.67513283,0.7282906,45.838813,53.662859,0.6094823,1.0678523,2.2378887,0.85586073,40.774117,56.422209,0.54721112,0.63302153,1.1385452,1.0563098,1.476381,1.1529424,40.707808,64.179946,69.314718,0.27041169,4.5478571,63.189846,71.569155,0.44349256,0.55339076,1.5340551,8.7298024,23.23881,39.997429,0.40291391,0.55484084,0.75561517,0.39711719,0.75322185,10,21.762928,46.900856,91.495428,0.17578057,5.1319895,290.46435,299.32599,0.097380424,0.18792034,0.52272242,243.09451,256.38696,0.097354363,0.18789128,0.52275823,10,243.09451,260.81777,0.060690753,0.56104819,0.19700569,0.45669332,1.1648548,7.9144889,239.36713,265.95203,0.90754619,253.32957,257.76039,0.96015474,521.11576,524.51695,0.54673533,2694.7321,2726.1041,8.8017355,9.9966737,167.41522,184.42121,0.47855606,196.64874,198.61995,0.15353964,156.68036,170.28515
29,32,32,33.33,314,314,141,0.15762729,0.1453202,22,0.12,0.29,0.375,0.375,0.4,0.4,0.42,3,3,0.715174129353234,0.715174129353234,7.61,1,3,2,2,3,2,3,2,1,1.25,1.5,1.625,1.25,3.5,4.625,3.5,3.5,4.125,3.625,2.25,1.75,1.75,2,1.375,2,3.875,3,16,8,11,11,9,4,6,14,15,20,49,15,15,15,14,59,31,0,0,4,3,3,1,0,1,2,2,2,3,0.5011111111111111,0.7547619047619047,0.570952380952381,0.8660714285714286,-0.24125689296802533,34,43,27,11,24,29,88,69,59,8,94,60,9,20,95,70,58,0,100,42,73,1,90,1,1,1,98,100,56,1,59,58,54,58,70,56,9,69,100,94,9,1,38,67,42,59,42,61,60,67,80,80,60,9,69,42,49,11,75,58,30,42,88,62,33,39,0.26322737,1.7009161,63.364697,71.188743,1.1608095,0.45227172,2.8683135,0.033630861,55.385482,71.033574,0.20595687,2.968658,0.80081256,0.68424818,3.608539e-6,9.9999999,36.846903,60.319041,69.314718,0.34770894,0.45101056,89.162567,97.541876,0.82733859,0.50086058,2.4663706,10,9.3860084,26.144627,0.88320957,0.8651631,0.4211051,0.58477428,2.686429,10,8.8325445,33.970473,91.495428,0.37150885,10,271.53636,280.39799,0.20527229,0.26820427,0.33147387,218.3639,231.65635,0.29148454,10,1.6986412e-13,6.5349121,217.46308,235.18634,0.1808873,1.2573334,10,2.2737368e-12,1.1467035,5.912022,208.1266,234.7115,0.89972171,227.34704,231.77786,0.96385548,645.29014,648.69134,0.58413619,6.5499349,6.6936062,8.5055243,8.9669982,153.34602,170.35201,0.63607726,8.8024693,8.9685571,0.10942958,157.85668,171.46147
29,27.8,27.8,29.79,385,385,193,0.16759274,0.15654429,5.88,0.5,0.67,0.5,0.5,0.42,0.42,0.32,5,5,0.7487562189054725,0.7487562189054725,8.53,0,5,4,1,8,4,1,2,1.875,1.5,1,2.5,2.875,3,4,3.75,4.75,3.75,3.375,1.5,2.75,2,1,1.375,2,3.125,4,23,7,13,9,11,5,4,11,18,20,49,15,16,12,12,55,23,0,0,4,6,6,1,-0,1,2,3,0,1,0.3422222222222222,0.30142857142857143,0.24817460317460316,0.8660714285714286,-1.670549873963723,37,36,34,13,28,30,96,20,100,42,99,41,0,0,100,90,74,0,73,19,0,0,11,0,0,0,80,89,0,1,66,55,12,0,39,0,2,21,66,82,29,11,56,58,56,31,41,0,0,0,79,86,11,11,59,17,0,0,41,0,0,0,63,59,24,61,1.0579037,0.14727018,41.038488,48.862534,0.8017129,1.2394515,2.0349581,0.43798163,33.695919,49.344011,0.89365217,0.83848078,0.9735036,1.3740097,2.138687,0.33782487,32.136974,55.609112,69.314718,1.9395377,0.0059694347,35.970204,44.349513,1.2824605,2.8218152,0.66485472,1.3213789,8.9832878,25.741907,0.94260788,1.242277,1.6385163,1.5701503,0.18224572,9.9997884,0.59597249,25.733901,91.495428,0.11604581,4.747509,248.95711,257.81874,0.056148325,0.22995747,0.78115134,237.84945,251.1419,0.056158492,0.2299795,0.78114905,10,237.84945,255.57272,2.6410152e-10,1.3416158,1.0819857,1.4253541,10,3.0758073,234.18644,260.77134,0.90163063,274.53193,278.96275,0.96538483,312.90812,316.30932,0.64581183,116.68004,118.6953,8.2763713,9.9990045,138.76869,155.77468,0.88726149,157.28657,165.3243,0.2904251,139.51547,153.12026
30,35.63,35.63,39.05,551,551,296,0.25290047,0.33491623,12.88,0.38,0.43,0.25,0.25,0.44,0.44,0.36,NA,NA,0.7549751243781095,0.7549751243781095,9.59,1,4,5,3,3,2,2,1,1.75,1.5,1,3.25,1.25,3.875,4.125,3.75,5,3.625,4.375,2.75,2.875,3,1.5,1.875,1.25,3.625,4,19,11,12,11,11,8,7,18,20,22,60,10,14,13,16,53,22,0,0,4,9,10,1,0,1,2,2,2,1,0.3388888888888889,0.8346825396825397,0.7161111111111111,0.7321428571428571,-0.5278378200902398,22,36,22,27,32,57,80,29,79,6,100,69,0,5,81,67,70,69,88,70,69,10,78,0,0,0,79,91,0,60,86,89,73,11,87,0,10,59,82,100,1,59,34,69,28,76,41,63,60,74,42,64,0,88,80,25,61,0,81,0,0,0,29,35,0,82,1.15346,0.030323498,60.01274,67.836786,0.61639023,1.2414313,9.2519008,0.74164213,30.120166,45.768258,0.56457122,0.60355599,2.3072959,1.229235,10,0.69618581,29.315897,52.788035,69.314718,0.43550541,2.7225528,51.02775,59.407059,0.32913809,0.31119125,1.0287252,10,38.374358,55.132977,0.48472904,0.13649102,2.7855496e-12,0.35626073,10,5.2106792,33.238747,58.376675,91.495428,2.5306091e-10,3.207074,303.67475,312.53639,0.035376221,0.14099062,0.44354862,232.87306,246.16551,0.035379773,0.14098204,0.44351647,10,232.87306,250.59632,0.0080299429,4.090725,0.26950883,1.4754489,10,5.3208098,231.29853,257.88343,0.94673366,242.13263,246.56345,0.96936917,455.96863,459.36982,0.70286996,73.698047,75.8072,5.5331867,9.9972071,141.06243,158.06842,0.59569697,87.769515,89.928874,0.13706595,147.97998,161.58477
29,26.13,26.13,26.67,281,281,186,0.13882702,0.14236792,27.5,0.38,0.25,0.25,0.25,0.42,0.42,0.4,3,3,0.7101990049751246,0.7101990049751246,7.71,0,3,3,2,4,3,6,9,1.5,1,1,2.625,1.75,2.875,3.5,5,3.75,3.375,2.875,1.25,2.375,1,1,1.75,2,3.875,3,14,8,15,12,7,5,5,13,20,19,52,12,18,15,11,56,22,0,0,5,5,4,1,0,1,2,2,0,2,0.7988888888888889,0.7678571428571429,0.801984126984127,0.7232142857142857,0.6302530141126199,NA,NA,NA,NA,NA,NA,86,29,67,7,84,65,32,7,80,54,28,45,70,20,30,0,58,1,0,1,46,46,1,96,46,64,44,53,60,1,38,60,44,59,41,73,68,54,31,1,65,1,1,0,47,44,16,76,66,42,43,7,77,0,1,40,47,46,87,73,1.0062033,0.12419001,47.168988,54.993034,0.71977227,1.2563907,2.3330717,0.35589813,42.092673,57.740765,0.78790316,0.89109382,0.70748362,6.0171146,0.45759855,0.47980025,36.287879,59.760017,69.314718,0.48100517,1.4901616,61.547356,69.926666,0.73802337,0.48839077,1.5659041,6.3843203,11.265061,28.02368,0.76583678,0.96459946,0.59040176,0.51042309,0.7044958,10,4.7216439,29.859572,91.495428,0.39281433,10,277.98289,286.84453,0.43771097,1.7019264,0.14199433,247.0339,260.32635,0.35344894,2.7817273,0.038661759,7.1661579,246.7415,264.46477,0.20795098,0.58563945,1.9906305,4.1880405e-9,0.84518852,6.7691862,240.51091,267.09581,0.86196194,261.70214,266.13296,0.96170167,458.23998,461.64117,1.3362971,3.2348334,2.6467043,0.92086665,6.8886016,146.7247,163.73069,0.28989691,167.28728,167.71283,0.25585104,143.59587,157.20066
28,22.1,22.1,23.16,419,419,285,0.1976277,0.23038023,19.38,0.12,0.5,0.125,0.125,0.3,0.3,0.4,3,3,0.75,0.75,5.95,1,3,1,1,3,2,2,4,1.5,1.25,1.25,2,1,2.625,3.25,1.5,1.25,2.625,4.25,2.25,2.125,2.25,1.25,1.125,1.625,2.25,2,9,15,23,17,16,9,6,21,32,33,86,10,16,13,13,52,33,0,0,8,5,5,1,1,0,1,3,0,1,0.3211111111111111,0.7869047619047619,0.7973809523809524,0.7410714285714286,-0.4910336230105094,27,27,28,22,28,38,70,43,69,52,66,15,11,53,19,40,34,64,79,33,76,11,75,1,6,1,70,66,24,54,61,53,74,17,74,0,6,6,84,76,0,26,75,32,65,11,76,0,0,0,86,72,3,20,51,69,40,69,49,30,31,31,82,78,0,61,1.790126,0.0012853391,61.228104,69.05215,1.6768147,0.74637296,10,0.0033994836,34.137638,49.78573,0.89180478,1.8792721,0.93540328,0.79047139,0.45805265,0.26146214,16.514961,39.987099,69.314718,0.30186534,0.73452386,87.562784,95.942094,0.60312893,0.40561533,1.9670929,3.11427,29.0015,45.760119,0.49273672,0.23226268,0.80483684,0.070085415,9.9489772,6.3827,23.28276,48.420688,91.495428,3.8318071e-10,2.7035838,304.23653,313.09817,3.364875e-10,0.10160583,0.6599277,270.10673,283.39918,1.699807e-11,0.31641389,0.25654691,4.2562366,269.78599,287.50926,1.2739809e-12,0.053067476,0.17636929,2.7958746e-11,0.83066826,10,268.47049,295.0554,0.90692477,286.06292,290.49374,0.93325637,426.04018,429.44138,1.9928052,16.695134,17.089111,0.18486218,7.2249068,131.03278,148.03876,0.10586852,4454.3952,4470.33,0.40888775,132.87274,146.47753
36,46.87,46.87,55.5,301,301,154,0.15391942,0.14596015,29.25,0.38,0.5,0.375,0.375,0.48,0.48,0.34,2,2,0.742537313432836,0.742537313432836,9.74,1,8,3,6,8,9,10,10,1.625,1.25,2.25,3.625,2.375,3.625,3,3.5,4.25,2.375,3,2.625,1.5,1,1.25,1.375,2.625,3,7,34,14,18,18,16,6,6,20,24,34,78,19,20,16,14,69,24,1,0,3,2,2,2,2,0,1,2,1,1,0.6488888888888888,0.8261904761904761,0.7307142857142858,0.8839285714285714,0.47746806770081385,29,24,28,19,29,41,81,60,79,40,90,30,60,31,70,60,41,60,100,69,60,0,90,0,0,0,100,69,0,60,91,90,80,10,69,11,0,10,89,89,0,0,56,39,41,40,40,0,11,20,53,40,0,89,58,59,59,41,59,0,0,29,20,31,70,69,1.2252874,0.054822772,43.543168,51.367214,1.4009934,0.82736949,0.56001291,0.043880949,38.452776,54.100868,1.4822602,1.1209732,0.8898513,0.71949838,3.8031391,0.030400789,37.004588,60.476726,69.314718,7.0375878,1.110223e-15,85.616585,93.995894,0.52748052,0.037521809,1.4914697,2.9361289,37.984006,54.742625,0.50157639,0.65970697,0.14580019,1.0468443e-9,0.72618351,3.5670318,37.073072,62.211001,91.495428,0.38833593,10,274.04028,282.90191,0.20625182,0.24542095,0.32851136,216.64273,229.93518,0.20627134,0.24543959,0.32846338,10,216.64273,234.366,0.17343783,0.56175163,0.29972931,0.20149315,0.78392504,10,211.36223,237.94713,0.89317151,229.04215,233.47297,0.98438877,381.23916,384.64035,1.9982091,60.127724,60.290129,0.030790157,8.390593,95.574984,112.58097,0.52590506,270.61664,272.3022,0.22817248,111.79833000000001,125.40312
43,30,30,31.43,397,397,186,0.18655589,0.18490025,23,0.62,0.62,0.625,0.625,0.58,0.58,0.3,4,4,0.7300995024875621,0.7300995024875621,10.73,0,8,7,6,7,8,7,8,2.75,2,1,4.25,4.125,3.75,3.125,1.75,5,2.875,2.5,2.375,2.625,2.75,1,2.375,3.5,3.875,6,35,17,18,16,10,11,8,25,29,26,80,20,19,18,16,73,23,1,0,4,3,2,4,1,3,4,3,1,4,0.7922222222222222,0.8485714285714285,0.7817460317460317,1.0357142857142858,1.1692977950489842,35,26,33,14,46,35,75,25,82,39,81,31,20,38,29,31,31,60,74,22,30,29,70,9,11,10,28,30,50,84,50,69,55,60,55,8,16,56,23,29,0,61,80,68,53,8,69,0,20,13,60,80,29,29,64,30,18,16,70,0,17,0,21,0,71,72,1.1783821,0.077331523,42.777092,50.601138,1.190465,1.0245981,0.93184058,0.072796481,42.717078,58.36517,1.4639838,0.94955445,0.99912553,1.0313082,10,0.023569987,39.936413,63.408551,69.314718,0.49229199,2.3124188,46.521072,54.900381,0.65541098,0.52974301,1.2499266,2.0082471,34.294209,51.052828,0.50540482,1.083742,1.711736,1.8828827e-11,0.13884282,4.8698882,24.280596,49.418524,91.495428,0.31126868,10,256.19962,265.06125,0.18707955,0.41991212,0.5161461,214.67881,227.97126,0.18706318,0.41986206,0.5161615,10,214.67881,232.40207,0.21743489,1.0422946,0.53864108,0.93358079,2.4948262,10,207.52172,234.10662,0.91687093,248.0001,252.43092,0.97126424,453.51099,456.91219,1.1618272,272.66446,273.44035,1.5627722,9.3617393,111.76898,128.77497,0.3442382,410.40584,412.6397,0.5124563,104.16405,117.76884
39,33.57,33.57,36.55,375,375,247,0.16650776,0.18197499,29.38,0.5,0.38,0.25,0.25,0.4,0.4,0.4,3,3,0.6791044776119405,0.6791044776119405,8.14,1,4,1,3,8,8,3,8,1.625,1.75,1,1.625,1.75,2.75,3.125,2.5,3.75,3.625,2.875,1.875,3,3.75,2.75,1.5,2.625,3.5,5,27,12,14,10,6,9,5,17,23,16,56,16,15,14,15,60,24,0,0,8,NA,5,2,2,0,1,3,0,0,0.7144444444444444,0.8825396825396825,0.7142063492063492,0.8392857142857143,0.6106130443251221,NA,NA,NA,NA,NA,NA,80,61,60,60,70,90,60,40,89,80,30,10,89,10,71,0,78,0,0,0,100,100,0,0,11,80,20,80,20,0,69,74,100,6,70,81,76,11,77,10,100,0,0,0,0,9,89,100,0,100,9,100,8,0,0,100,0,9,100,100,0.52929677,0.5962671,61.670029,69.494075,0.80855308,0.60815423,4.2179175,0.29914684,42.751856,58.399948,0.68496459,0.85067733,0.52896549,0.61330717,1.6537922,0.64097852,42.278275,65.750414,69.314718,7.0771477,1.110223e-15,85.0152,93.394509,0.49973029,0.19962745,1.6069722,3.1231669,45.257668,62.016287,0.49393127,0.21397948,0.55317054,3.489431e-12,10,4.1901884,35.235618,60.373546,91.495428,0.21236225,6.4703281,278.38347,287.2451,0.11722288,0.29052926,0.71727196,263.60685,276.8993,0.11721782,0.29050557,0.71724301,10,263.60685,281.33011,0.072044122,0.22091041,0.83102622,1.7678009e-9,1.2080911,7.2752022,259.44393,286.02883,0.89074841,290.46732,294.89814,0.96264377,554.88393,558.28513,1.9507856,3.0899742,2.4499597,0.10661321,9.4100257,106.00458,123.01056,0.2927983,277.98584,279.28334,0.39551655,115.82007,129.42486
28,33.47,33.47,35.71,458,458,190,0.20497859,0.2048124,27.25,0.62,0.75,0.75,0.75,0.48,0.48,0.34,3,3,0.7077114427860696,0.7077114427860696,10.61,1,7,7,7,6,7,5,5,2,2.25,1,2.5,2.5,3.125,3,3,2.5,3.5,3,2,2.125,2.75,1,1.5,2.125,3.375,4,18,7,13,10,9,4,5,12,17,19,48,15,16,12,12,55,24,0,0,3,3,1,1,1,0,1,3,2,2,0.5844444444444444,0.8503968253968254,0.8428571428571429,0.9553571428571429,0.6324579449781788,32,39,25,18,28,36,89,39,60,23,88,20,19,26,92,81,77,25,69,61,53,21,58,10,20,12,81,79,53,38,43,46,22,53,42,8,13,57,59,66,35,42,52,55,54,33,54,12,10,17,69,58,41,53,61,38,61,20,57,9,13,11,56,30,29,55,0.86880741,0.40894939,36.263112,44.087158,0.83129335,1.0516193,0.82366035,0.51919086,35.832272,51.480364,1.051259,0.40093183,0.85328391,1.7547834,10,0.28377378,32.329834,55.801972,69.314718,0.41782841,3.7932417,43.786713,52.166022,0.74171714,0.69297332,1.5252282,10,2.5907438,19.349363,0.7829306,0.62732865,0.56728034,0.76571268,2.9921859,10,1.976881,27.114809,91.495428,0.27510853,10,256.1544,265.01604,0.16039254,0.39040248,0.4556639,212.59739,225.88984,0.13576174,10,2.8000935e-11,4.8722855,211.47786,229.20113,0.052009151000000003,1.1751288,10,0.37371786,2.8172632,5.0391119,193.78066,220.36556,0.93661132,231.01114,235.44195,0.97393384,407.78867,411.18986,1.98578,2.3986051,2.5442031,0.059614835,8.4461707,114.08231,131.0883,0.37613056,324.28023,326.64214,0.30299866,129.94303,143.54782
